BIRZUZENDU	O
Gertaera	B-ORG
arraroen	I-ORG
lege	I-ORG

Gaur	O
egun	O
Bigarren	B-ORG
B	I-ORG
mailan	I-ORG
ari	O
da	O
jokatzen	O
.	O

Valéry	B-PER
Giscard	I-PER
d'Estaing	I-PER

Samuel	B-PER
Sánchez	I-PER
(	O
3	O
)	O

Lilyren	O
hiloba	O
,	O
itxura	O
normala	O
du	O
eta	O
oso	O
polita	O
da	O
(	O
Marilyn	B-PER
Monroeren	I-PER
antza	O
zuen	O
)	O
.	O

BIRZUZENDU	O
Kennedy	B-ORG
zentro	I-ORG
espaziala	I-ORG

'	O
''	O
Trimport	O
''	O
'	O
Alemaniako	B-LOC
udalerria	O
da	O
.	O

Frosinoneko	B-LOC
probintzian	I-LOC
kokatuta	O
dago	O
,	O
Lazio	B-LOC
eskualdean	O
.	O

BIRZUZENDU	O
Barri	B-LOC
(	I-LOC
Pirinio	I-LOC
Garaiak	I-LOC
)	I-LOC

2009an	O
zeuden	O
norbanakoentzako	O
17	O
zerbitzu	O
publikoetatik	O
,	O
1	O
jendarmeria	B-ORG
zen	O
,	O
1	O
posta	O
bulegoa	O
,	O
2	O
banku	O
bulegoak	O
,	O
1	O
ibilgailuen	O
konpontzeko	O
eta	O
nekazaritza	O
tresnetako	O
lantokia	O
,	O
1	O
ibilgailuen	O
ikuskaritza	O
teknikoko	O
lekua	O
,	O
1	O
igeltseroa	O
,	O
1	O
margolaria	O
,	O
2	O
zurginak	O
,	O
1	O
iturgina	O
,	O
1	O
argiketaria	O
,	O
3	O
ile	O
apaindegiak	O
eta	O
2	O
jatetxeak	O
.	O

Filipe	B-PER
III.aren	I-PER
eta	O
Elisabet	B-PER
Aragoikoaren	I-PER
semea	O
zen	O
.	O

RTVE	B-ORG
hedabide	O
talde	O
publikoaren	O
jabetzakoa	O
da	O
.	O

Jos	B-PER
Schipper	I-PER
(	O
NP	O
17	O
)	O

Maroko	B-LOC
(	O
86.000	O
)	O

Struldbrug-ak	B-PER
Luggnagg-en	O
bizi	O
dira	O
.	O

'	O
''	O
Real	B-ORG
Madril	I-ORG
''	O
'	O

Hegaleko	O
postuan	O
jokatu	O
zuen	O
LEB	B-ORG
Ligako	I-ORG
CB	B-ORG
Canarias	I-ORG
taldean	O
.	O

'	O
''	O
Olympique	B-ORG
Lyonnais	I-ORG
''	O
'	O

Europako	B-LOC
herrialderik	O
handiena	O
(	O
4.320.025	O
km²	O
)	O
.	O

Two	B-ORG
and	I-ORG
a	I-ORG
Half	I-ORG
Men	I-ORG
''	O

Sorrera	O
baino	O
lehen	O
,	O
esan	O
behar	O
da	O
Emilia	B-PER
Pardo	I-PER
Bazan	I-PER
izan	O
zela	O
aitzindari	O
nagusietakoa	O
.	O

†	O
''	O
Balearites	B-LOC
''	O

2009an	O
zeuden	O
norbanakoentzako	O
42	O
zerbitzu	O
publikoetatik	O
,	O
1	O
Ogasun	O
Publikoaren	O
administrazio	O
bulegoa	O
zen	O
,	O
1	O
jendarmeria	B-ORG
,	O
1	O
posta	O
bulegoa	O
,	O
4	O
banku	O
bulegoak	O
,	O
1	O
funeraria	O
,	O
5	O
ibilgailuen	O
konpontzeko	O
eta	O
nekazaritza	O
tresnetako	O
lantokiak	O
,	O
1	O
ibilgailuen	O
ikuskaritza	O
teknikoko	O
lekua	O
,	O
1	O
igeltseroa	O
,	O
6	O
zurginak	O
,	O
3	O
iturginak	O
,	O
3	O
argiketariak	O
,	O
3	O
ile	O
apaindegiak	O
,	O
2	O
albaitariak	O
,	O
4	O
jatetxeak	O
,	O
4	O
higiezinen	O
agentziak	O
,	O
1	O
tintoreria	O
eta	O
1	O
apaindegia	O
.	O

'	O
''	O
Alberto	B-PER
Contador	I-PER
'	O
''	O
91h	O
00´	O
26	O
''	O

Calgary	B-ORG
Flames	I-ORG
taldearen	O
aurka	O
